ROADWAY_NAME,LATITUDE_IB_CW,LATITUDE_OB_CCW,LONGITUDE_IB_CW,LONGITUDE_OB_CCW,COUNTY_NAME,TOTAL_MINUTES,ENTER_DATE,ENTER_TIME,CLEAR_DATE,CLEAR_TIME,elev_meters
SHT,29.6004,29.6002,-95.4647,-95.4648,Harris,4566,8/27/2017,1:10,8/30/2017,5:16,18.82
SHT,29.5976,29.5973,-95.3865,-95.3865,Harris,5909,8/27/2017,8:08,8/31/2017,10:37,16.77
SHT,29.599,29.5987,-95.3535,-95.3533,Harris,221,8/27/2017,8:29,8/27/2017,12:10,15.81
SHT,29.606509999999997,29.606509999999997,-95.20528,-95.20528,Harris,3117,8/27/2017,9:00,8/29/2017,12:57,10.01
SHT,29.5976,29.5973,-95.3865,-95.3865,Harris,4111,8/27/2017,12:06,8/30/2017,8:37,16.77
SHT,29.6009,29.6007,-95.2287,-95.2286,Harris,2196,8/28/2017,20:53,8/30/2017,9:29,10.98
SHT,29.60503,29.60503,-95.47413,-95.47413,Harris,1939,8/28/2017,20:55,8/30/2017,5:14,18.01
SHT,29.6007,29.6004,-95.2475,-95.2474,Harris,2171,8/28/2017,21:19,8/30/2017,9:30,13.82
SHT,29.7222,29.7221,-95.5573,-95.5575,Harris,41,8/26/2017,21:27,8/26/2017,22:08,15.94
SHT,29.8127,29.8127,-95.5636,-95.5636,Harris,3673,8/26/2017,22:20,8/29/2017,11:33,28.48
SHT,29.7222,29.7221,-95.5573,-95.5575,Harris,1972,8/27/2017,0:55,8/28/2017,9:47,15.94
SHT,29.7844,29.7844,-95.5629,-95.5631,Harris,6216,8/27/2017,1:46,8/31/2017,9:22,20.3
SHT,29.7728,29.7728,-95.5626,-95.5628,Harris,3624,8/27/2017,1:54,8/29/2017,14:18,16.51
SHT,29.7047,29.7046,-95.5571,-95.5573,Harris,3371,8/27/2017,4:53,8/29/2017,13:04,21.63
SHT,29.7277,29.7277,-95.5574,-95.5576,Harris,1705,8/27/2017,7:59,8/28/2017,12:24,23.06
SHT,29.6615,29.6608,-95.5576,-95.5584,Harris,3178,8/27/2017,8:02,8/29/2017,13:00,22.4
SHT,29.7477,29.7477,-95.5577,-95.5579,Harris,3116,8/27/2017,8:46,8/29/2017,12:42,22.43
SHT,29.788188,29.788188,-95.56313,-95.56313,Harris,3050,8/27/2017,8:48,8/29/2017,11:38,28.92
SHT,29.8503,29.8503,-95.5637,-95.5639,Harris,3129,8/27/2017,8:52,8/29/2017,13:01,30.84
SHT,29.7277,29.7277,-95.5574,-95.5576,Harris,3083,8/27/2017,9:39,8/29/2017,13:02,23.06
SHT,29.7674,29.7673,-95.5617,-95.5618,Harris,3074,8/27/2017,11:04,8/29/2017,14:18,13.98
SHT,29.6747,29.6747,-95.5603,-95.5604,Harris,1349,8/27/2017,11:20,8/28/2017,9:49,21.46
SHT,29.6747,29.6747,-95.5603,-95.5604,Harris,2979,8/27/2017,11:22,8/29/2017,13:01,21.46
SHT,29.7728,29.7728,-95.5626,-95.5628,Harris,3040,8/27/2017,11:38,8/29/2017,14:18,16.51
SHT,29.737,29.7369,-95.5575,-95.5577,Harris,2950,8/27/2017,11:47,8/29/2017,12:57,22.51
SHT,29.831999999999997,29.831999999999997,-95.5637,-95.5639,Harris,2946,8/27/2017,11:54,8/29/2017,13:00,29.93
SHT,29.7674,29.7673,-95.5617,-95.5618,Harris,2936,8/27/2017,12:08,8/29/2017,13:04,13.98
SPUR-342,29.288659999999997,29.288659999999997,-94.83793,-94.83793,Galveston,7229,8/25/2017,14:39,8/30/2017,15:08,1.53
Tomball Tollway,30.06682381,30.06682553,-95.62310109,-95.62310109,Harris,4369,8/27/2017,8:17,8/30/2017,9:06,48.23
US-290,30.0806,30.0806,-95.9908,-95.9908,Waller,265,8/26/2017,20:50,8/27/2017,1:15,73.06
US-290,30.0806,30.0806,-95.9908,-95.9908,Waller,262,8/26/2017,20:53,8/27/2017,1:15,73.06
US-290,30.0806,30.0806,-95.9908,-95.9908,Waller,5175,8/27/2017,20:56,8/31/2017,11:11,73.06
US-290 NORTHWEST,30.0632,30.0634,-95.9087,-95.9087,Harris,838,8/25/2017,23:41,8/26/2017,13:39,84.92
US-290 NORTHWEST,29.8379,29.8383,-95.4888,-95.4888,Harris,420,8/26/2017,6:40,8/26/2017,13:40,24.13
US-290 NORTHWEST,29.8669,29.866999999999997,-95.5408,-95.5408,Harris,4989,8/26/2017,8:36,8/29/2017,19:45,28.08
US-290 NORTHWEST,29.9007,29.901,-95.5993,-95.5993,Harris,258,8/26/2017,9:42,8/26/2017,14:00,36.08
US-290 NORTHWEST,29.9031,29.9033,-95.6026,-95.6026,Harris,6559,8/26/2017,21:23,8/31/2017,10:42,36.39
US-290 NORTHWEST,29.8795,29.8795,-95.569,-95.569,Harris,6360,8/27/2017,1:10,8/31/2017,11:10,28.51
US-290 NORTHWEST,30.0573,30.0576,-95.8911,-95.8911,Harris,6044,8/27/2017,6:24,8/31/2017,11:08,81.02
US-290 NORTHWEST,29.9629,29.9631,-95.6878,-95.6878,Harris,849,8/29/2017,8:12,8/29/2017,22:21,43.51
US-290 NORTHWEST,29.9629,29.9631,-95.6878,-95.6878,Harris,1073,8/30/2017,19:34,8/31/2017,13:27,43.51
US-90,29.832929999999998,29.832929999999998,-95.1752,-95.1752,Harris,3888,8/27/2017,2:47,8/29/2017,19:35,11.37
US-90,29.8297,29.8296,-95.1824,-95.1824,Harris,6411,8/27/2017,2:48,8/31/2017,13:39,10.79
US-90,29.93630994,29.93661569,-95.03167518,-95.03167518,Harris,4158,8/28/2017,22:41,8/31/2017,19:59,16.09
US-90 ALTERNATE,29.601591,29.601591,-95.684453,-95.684453,Fort_Bend,4113,8/28/2017,23:21,8/31/2017,19:54,24.35
US-90 ALTERNATE,29.627269000000002,29.627269000000002,-95.5827,-95.5827,Fort_Bend,2602,8/28/2017,23:29,8/30/2017,18:51,24.24
US-90 ALTERNATE,29.532909000000004,29.532909000000004,-96.055298,-96.055298,Fort_Bend,2511,8/29/2017,1:01,8/30/2017,18:52,28.8
US-90 ALTERNATE,29.532909000000004,29.532909000000004,-96.055298,-96.055298,Fort_Bend,2511,8/29/2017,1:02,8/30/2017,18:53,28.8
US-90 ALTERNATE,29.601591,29.601591,-95.684453,-95.684453,Fort_Bend,354,8/31/2017,13:53,8/31/2017,19:47,24.35
WT,29.723540000000003,29.723540000000003,-95.49154,-95.49154,Harris,3678,8/26/2017,21:22,8/29/2017,10:40,19.49
WT,29.726246500000002,29.72623478,-95.46252,-95.46252,Harris,3824,8/26/2017,21:29,8/29/2017,13:13,16.21
WT,29.72629294,29.72008225,-95.46037975,-95.46037975,Harris,2625,8/26/2017,21:38,8/28/2017,17:23,17.44
WT,29.725403000000004,29.725403000000004,-95.46825799999999,-95.46825799999999,Harris,3746,8/26/2017,22:19,8/29/2017,12:45,17.5
WT,29.721239,29.721239,-95.52029399999999,-95.52029399999999,Harris,3708,8/26/2017,22:55,8/29/2017,12:43,19.98
WT,29.718321999999997,29.718321999999997,-95.55740300000001,-95.55740300000001,Harris,3457,8/27/2017,3:29,8/29/2017,13:06,15.57
WT,29.719671999999996,29.719671999999996,-95.539047,-95.539047,Harris,3217,8/27/2017,7:35,8/29/2017,13:12,23.1
WT,29.726246500000002,29.72623478,-95.46252,-95.46252,Harris,41,8/29/2017,15:46,8/29/2017,16:27,16.21
