lat,lon,elev_meters
29.7277,-95.5574,23.06
29.6615,-95.5576,22.4
29.7477,-95.5577,22.43
29.788188,-95.56313,28.92
29.8503,-95.5637,30.84
29.7277,-95.5574,23.06
29.7674,-95.5617,13.98
29.6747,-95.5603,21.46
29.6747,-95.5603,21.46
29.7728,-95.5626,16.51
29.737,-95.5575,22.51
29.832,-95.5637,29.93
29.7674,-95.5617,13.98
29.28866,-94.83793,1.53
